,0,1,2,3
0,0.0,0.0,0.0,0.0
1,82.80000000000001,78.0,88.24649915302089,90.001
2,21.000000000000004,9.443095238095239,14.340155279503108,38.99819998999998
3,2.94,0.09999999999999998,1.7879584980237158,78.97143132648058
4,52.45800000000001,7.673095238095239,8.91668116883117,98.8432744847261
5,1.4406000000000003,53.56466666666667,0.16091626482213447,48.445017193288564
6,64.58774300031651,0.0020999999999999977,0.048274879446640356,83.02095364479901
7,94.6470761171429,0.0044099999999999955,50.296244180378324,93.72616592219359
8,9.532840692367774,45.85901242857144,41.90581283627047,40.0
9,0.40799612712495675,2.4499999999999945e-05,87.01882690764165,56.0
10,67.70570626256855,7.6431074880952385,10.042292550478612,90.06867970461575
11,96.0693098476834,7.643106263095238,0.0001471249605423972,99.2751262989365
12,98.29909635590545,7.643096340595238,72.39526382588961,96.71147166116802
13,65.72408516985739,61.14476201501192,56.91381572770356,102.12849393606882
14,54.77480606001814,90.39358168451619,24.442170522834687,100.8845854630597
15,89.10925719714943,93.4671650734588,1.4104603522867758e-06,100.97590772829149
16,99.34811671377462,59.009338320772166,70.7477093744277,102.17401136531632
17,98.98063207440099,90.48672328338796,35.26326075211773,103.82591608270128
18,98.44055772777443,94.22549464780938,85.18408692599375,105.05863497184693
19,97.54160600811194,94.49834209682533,79.1123791914329,106.37658160203065
20,72.53592938545927,63.72299719218978,93.17584586799387,107.3328868344989
21,9.075509701033472,93.2495742324757,95.23569262107412,108.18652048497671
22,69.32718795507547,65.83677694417844,95.47375498912349,108.81888751582159
23,99.71488931811248,94.41381052318006,53.83461478989291,109.31228286717356
24,98.28295379488411,95.69189033196594,53.84189427420759,109.71081308804585
25,72.40224999676835,96.01928254841896,94.3320233911698,110.04266467408583
26,18.717712098039378,95.83145287875249,96.09604315784507,110.32637279219594
27,0.001574387641853098,96.4298389182718,95.79813661051718,110.57453825198749
28,63.8403939710124,96.32912978136527,96.62037902693612,110.79598133190723
29,101.32947171308953,96.19277939653371,96.48627802341665,110.99703723660191
30,101.3484765007504,96.3570092692137,96.28812436454156,111.18088303300507
31,101.49224947322689,96.48328394828971,96.45230208380853,111.35416930241881
32,101.43029632543468,96.43566724327984,96.9051911416328,111.51782173569111
33,101.34933564820821,96.74066369765222,96.98270784354501,111.67393541779606
34,101.24196777389851,97.12882195959325,96.7609807179834,111.8241396491681
35,101.09980885954825,97.34815538986842,96.66157082329254,111.9697324692787
36,100.91096099117553,97.53330388383988,96.68689203700026,112.11175987181502
37,100.6580398839652,97.69619077759351,96.72175002592883,112.25107365084496
38,100.28287677452846,97.78786228625142,97.18883547945978,112.38837412442061
39,99.64704732245941,97.87527853343731,97.52475975583489,112.52424212860527
40,98.49354893106961,97.90003052911791,97.93194445494983,112.65916328114213
41,98.90123730167325,97.91024809728025,98.16611042872574,112.79354659765856
42,100.62077771934652,98.03178482524662,98.18790932577937,112.92773892881657
43,100.12029452376748,98.236147394253,98.20203001927108,113.06203626810958
44,99.32458369219829,98.41412506905732,98.20447067255502,113.1966926904258
45,78.99001895422253,98.54165579562024,98.34512561793466,113.33192747843562
46,92.65832581421265,98.61023098000031,98.65183702758695,113.46793084962577
47,95.19851768158952,98.67803540166123,98.85533838459105,113.60486859311482
48,100.86514453454834,98.74428193685954,98.98154203643799,113.74288585000262
49,88.39586685492834,98.80830430939562,99.13848954979672,113.882110215627
50,52.059028680073546,98.86532247474096,99.332365342817,114.02265430100951
51,52.69889597795063,98.90771097683653,99.50749875241729,114.16461786000202
52,99.37117501258334,99.05236360800585,99.62908476607281,114.30808956540014
53,100.50028304872275,99.24451989270642,99.71963030514206,114.45314849958471
54,98.77713869756104,99.44199972652875,99.81033187695111,114.59986541166106
55,103.23146466968898,99.52287088357126,99.90076096087998,114.74830378255741
